,search_strategy,nprobe,avg_recall,avg_time_per_query,queries_per_second,build_time,avg_visited_buckets,avg_visited_objects
0,ModelDrivenNormalizedSearchStrategy,1,0.0,0.24510490894317627,4079.885646973453,36.84375762939453,1,0.0
1,ModelDrivenNormalizedSearchStrategy,2,39.152001953125,0.5315426826477051,1881.3164636541112,36.84375762939453,2,2537.784423828125
2,ModelDrivenNormalizedSearchStrategy,3,66.65999511718749,0.9271546363830566,1078.5687314266388,36.84375762939453,3,7322.39208984375
3,ModelDrivenNormalizedSearchStrategy,4,73.8339990234375,1.5277198076248169,654.5702916261355,36.84375762939453,4,9010.15234375
4,ModelDrivenNormalizedSearchStrategy,5,77.76599609375,2.115466570854187,472.70895875996666,36.84375762939453,5,10363.1533203125
5,ModelDrivenNormalizedSearchStrategy,10,86.46000000000001,3.3352996826171877,299.8231328992022,36.84375762939453,10,15756.4384765625
